"Unique Key","Created Date","Closed Date","Complaint Type","Location"
3293153,"04/03/2004 12:00 AM","04/06/2004 12:00 AM","Sewer","(40.759679846434956, -73.83234815428924)"
3560006,"09/09/2004 12:00 AM","10/18/2004 12:00 AM","Street Condition","(40.593940257681375, -73.79726826915778)"
7459036,"12/20/2004 12:00 AM","05/16/2005 12:00 AM","GENERAL CONSTRUCTION","(40.67212705798578, -73.92630410411425)"
8495292,"09/13/2004 12:00 AM","09/21/2004 12:00 AM","HEATING","(40.7199748658132, -73.98798691542007)"
7223803,"05/20/2004 12:00 AM","05/26/2004 12:00 AM","HEATING","(40.7929515639777, -73.96981879949188)"
7422374,"04/14/2004 12:00 AM","04/28/2004 12:00 AM","PAINT - PLASTER","(40.70194620727418, -73.92622425522259)"
2087298,"11/15/2004 12:00 AM","11/15/2004 12:00 AM","Taxi Complaint","(40.70836969067379, -74.01479913060724)"
4796315,"12/06/2004 12:00 AM","12/14/2004 12:00 AM","General Construction/Plumbing","(40.692335252522476, -73.98965067255844)"
5552860,"06/28/2004 12:00 AM","06/28/2004 12:00 AM","Derelict Vehicles","(40.66361946296481, -73.7736164599226)"
7274269,"11/29/2004 12:00 AM","12/01/2004 12:00 AM","HEATING","(40.85647719270591, -73.92999674140358)"
2934908,"08/28/2004 12:00 AM","08/29/2004 12:00 AM","Water System","(40.8899253789202, -73.85930090931242)"
4780939,"10/15/2004 12:00 AM","11/29/2004 12:00 AM","Elevator","(40.5758405825131, -73.97116241804183)"
6918271,"06/02/2004 12:00 AM","10/18/2004 12:00 AM","PLUMBING","(40.697759647340085, -73.90627865672803)"
7624268,"11/25/2004 12:00 AM","11/26/2004 12:00 AM","HEATING","(40.8472769513363, -73.91379205353354)"
3271685,"10/30/2004 12:00 AM","10/30/2004 12:00 AM","Water System","(40.72880847424981, -73.97652627944248)"
8659131,"12/13/2004 12:00 AM","12/13/2004 12:00 AM","CONSTRUCTION","(40.84438661493779, -73.91357894232796)"
2944015,"09/28/2004 12:00 AM","09/30/2004 12:00 AM","Sewer","(40.73172873675368, -73.71785871941043)"
6721233,"11/13/2004 12:00 AM","11/19/2004 12:00 AM","HEATING","(40.68467948882567, -73.91153961984547)"
2959919,"11/30/2004 12:00 AM","12/02/2004 12:00 AM","Noise","(40.84423073338263, -73.88308190288335)"
2946029,"10/23/2004 12:00 AM","10/25/2004 12:00 AM","Sewer","(40.737555543392816, -74.0050410532174)"
8483332,"04/19/2004 12:00 AM","04/30/2004 12:00 AM","PLUMBING","(40.85095163918094, -73.88771851563656)"
8720035,"12/10/2004 12:00 AM","01/04/2005 12:00 AM","NONCONST","(40.823103590506854, -73.92457241840457)"
8286900,"12/01/2004 12:00 AM","03/22/2005 12:00 AM","NONCONST","(40.70118744645131, -73.91642979280999)"
3000409,"08/04/2004 12:00 AM","08/13/2004 12:00 AM","Water System","(40.813750496781104, -73.93038488204)"
8517752,"11/10/2004 12:00 AM","11/17/2004 12:00 AM","PLUMBING","(40.673402710325945, -73.95762666634674)"
8464849,"04/22/2004 12:00 AM","05/07/2004 12:00 AM","GENERAL CONSTRUCTION","(40.685858503794535, -73.92116524491952)"
11627,"07/11/2004 12:00 AM","07/11/2004 12:00 AM","Noise - Street/Sidewalk","(40.76826685921193, -73.95707171922261)"
1480849,"11/25/2004 12:00 AM","11/25/2004 12:00 AM","Noise - Street/Sidewalk","(40.7073010914125, -73.95892883154455)"
8116283,"12/13/2004 12:00 AM","12/14/2004 12:00 AM","HEATING","(40.65225953213826, -73.957236461429)"
236182,"07/15/2004 12:00 AM","07/15/2004 12:00 AM","Derelict Vehicle","(40.59263180435113, -73.97676858524942)"
5038495,"03/23/2004 12:00 AM","03/23/2004 12:00 AM","General Construction/Plumbing","(40.59981122812258, -74.13101670069115)"
601592,"11/12/2004 12:00 AM","05/05/2005 12:00 AM","Street Light Condition",""
2946426,"09/16/2004 12:00 AM","09/29/2004 12:00 AM","Air Quality","(40.723740826091465, -73.98954117112841)"
7025782,"04/12/2004 12:00 AM","04/14/2004 12:00 AM","HEATING","(40.67615837943014, -73.89987018825711)"
8385621,"11/13/2004 12:00 AM","01/07/2005 12:00 AM","NONCONST","(40.84092577966883, -73.93988680723558)"
3050598,"11/14/2004 12:00 AM","11/14/2004 12:00 AM","Sewer","(40.794311886087776, -73.93927881733376)"
7098602,"12/10/2004 12:00 AM","01/07/2005 12:00 AM","PLUMBING","(40.85520587133494, -73.90607848934312)"
8785614,"12/20/2004 12:00 AM","12/23/2004 12:00 AM","HEATING","(40.65774417897397, -73.95174740176358)"
1427004,"07/11/2004 12:00 AM","07/11/2004 12:00 AM","Noise - Street/Sidewalk","(40.75067774680248, -73.74828713643694)"
5656389,"12/24/2004 12:00 AM","12/24/2004 12:00 AM","Snow","(40.75364723245746, -73.74439223177725)"
6017736,"06/07/2004 12:00 AM","06/10/2004 12:00 AM","Dirty Conditions","(40.762002791513346, -73.99127509103744)"
6434279,"10/09/2004 12:00 AM","10/09/2004 12:00 AM","Missed Collection (All Materials)","(40.6830648547103, -73.95201031180619)"
3486125,"04/16/2004 12:00 AM","04/17/2004 12:00 AM","Street Condition","(40.67831037323293, -73.8697952982899)"
1430063,"07/16/2004 12:00 AM","07/16/2004 12:00 AM","Noise - Street/Sidewalk","(40.6176136274666, -74.10458411711704)"
7912770,"08/12/2004 12:00 AM","08/28/2004 12:00 AM","PAINT - PLASTER","(40.86539342562069, -73.90513132177581)"
2958433,"11/01/2004 12:00 AM","01/15/2005 12:00 AM","Noise","(40.76491754680335, -73.95516059514495)"
7973730,"12/14/2004 12:00 AM","01/05/2005 12:00 AM","GENERAL CONSTRUCTION","(40.839196174460284, -73.91705151039285)"
2473404,"09/02/2004 12:00 AM","09/02/2004 12:00 AM","Blocked Driveway","(40.61167136241611, -73.98730767914435)"
1779966,"04/16/2004 12:00 AM","04/16/2004 12:00 AM","Disorderly Youth","(40.68917870975607, -73.7361619391132)"
3173431,"05/24/2004 12:00 AM","05/24/2004 12:00 AM","Water System","(40.68210982213664, -73.98066378654225)"
8684226,"05/25/2004 12:00 AM","06/28/2004 12:00 AM","PAINT - PLASTER","(40.858654476714186, -73.88614019110922)"
7935000,"08/21/2004 12:00 AM","10/07/2004 12:00 AM","ELECTRIC","(40.70989005283057, -73.80620363885383)"
7099817,"12/09/2004 12:00 AM","02/04/2005 12:00 AM","GENERAL CONSTRUCTION","(40.65786220075402, -73.91784644639434)"
3413845,"05/18/2004 12:00 AM","05/18/2004 12:00 AM","Water System","(40.75624932050523, -73.98627308113556)"
2926426,"08/06/2004 12:00 AM","10/09/2004 12:00 AM","Noise","(40.61614473968628, -74.13870285126288)"
1785675,"05/23/2004 12:00 AM","08/05/2004 12:00 AM","Taxi Complaint","(40.722300267171406, -73.99712108830063)"
14575778,"08/25/2004 12:00 AM","08/25/2004 12:00 AM","Graffiti","(40.651789214983374, -73.9623434130653)"
4626143,"07/19/2004 12:00 AM","07/23/2004 12:00 AM","General Construction/Plumbing","(40.83755968754294, -73.82731286577625)"
7497898,"04/23/2004 12:00 AM","04/26/2004 12:00 AM","HEATING","(40.60720351864499, -73.9979327739535)"
2019413,"06/03/2004 12:00 AM","06/03/2004 12:00 AM","Rodent","(40.62585343388102, -74.07683296658426)"
1805126,"09/01/2004 12:00 AM","09/01/2004 12:00 AM","STAR Exemption","(40.626527991501014, -74.01936694268038)"
215770,"05/12/2004 12:00 AM","05/19/2004 12:00 AM","Street Sign - Damaged","(40.69766247914793, -73.98614810344502)"
8572674,"11/13/2004 12:00 AM","11/19/2004 12:00 AM","HEATING","(40.66513395614907, -73.9272345998134)"
6816861,"12/05/2004 12:00 AM","12/06/2004 12:00 AM","HEATING","(40.78138228425133, -73.96003861246867)"
5070680,"11/05/2004 12:00 AM","12/29/2004 12:00 AM","Elevator","(40.845376019441346, -73.9047839787269)"
6799360,"11/17/2004 12:00 AM","03/08/2005 12:00 AM","PAINT - PLASTER","(40.63938914526336, -73.95698888395535)"
1354579,"10/30/2004 12:00 AM","06/03/2005 12:00 AM","Street Light Condition","(40.69326014710147, -73.77490056146699)"
4877951,"08/26/2004 12:00 AM","09/07/2004 12:00 AM","General Construction/Plumbing","(40.67777837290625, -73.95189514264014)"
208941,"04/18/2004 12:00 AM","04/18/2004 12:00 AM","Noise - Vehicle","(40.86782618371043, -73.917059184637)"
8729591,"09/29/2004 12:00 AM","01/26/2005 12:00 AM","GENERAL CONSTRUCTION","(40.663013865262826, -73.93450349067764)"
7345658,"10/17/2004 12:00 AM","10/21/2004 12:00 AM","HEATING","(40.83957144885093, -73.89890866121009)"
6343104,"08/23/2004 12:00 AM","08/25/2004 12:00 AM","Missed Collection (All Materials)","(40.75208236495794, -73.96966768029743)"
5955644,"04/03/2004 12:00 AM","04/05/2004 12:00 AM","Sanitation Condition","(40.7582304713754, -73.91851315968754)"
7134580,"10/24/2004 12:00 AM","10/29/2004 12:00 AM","HEATING","(40.79749102035913, -73.96859958708185)"
168,"09/11/2004 12:00 AM","09/13/2004 12:00 AM","Street Sign - Damaged","(40.85663836040776, -73.79092942501465)"
970848,"09/24/2004 12:00 AM","09/24/2004 12:00 AM","Unleashed Dog","(40.68839950722598, -73.8428833212593)"
1395778,"05/13/2004 12:00 AM","05/13/2004 12:00 AM","Noise - Street/Sidewalk","(40.73762606277974, -73.98517272034313)"
5059680,"04/08/2004 12:00 AM","04/19/2004 12:00 AM","Building/Use","(40.690085129394966, -73.91680790551592)"
562542,"07/22/2004 12:00 AM","11/30/2004 12:00 AM","Street Light Condition","(40.58145987881603, -73.84504652837131)"
7015539,"10/12/2004 12:00 AM","10/14/2004 12:00 AM","HEATING","(40.746296906131036, -73.88130132737112)"
7231697,"11/12/2004 12:00 AM","11/23/2004 12:00 AM","PAINT - PLASTER","(40.857415390337756, -73.92919322636077)"
224189,"06/07/2004 12:00 AM","06/07/2004 12:00 AM","Noise - Park","(40.62865835005687, -73.89209499153402)"
1399290,"05/18/2004 12:00 AM","05/18/2004 12:00 AM","Noise - Street/Sidewalk","(40.74118131751542, -74.00594349783556)"
3320890,"11/01/2004 12:00 AM","11/02/2004 12:00 AM","Water System","(40.72412670801146, -73.98078147488353)"
7020653,"10/25/2004 12:00 AM","11/04/2004 12:00 AM","PLUMBING","(40.590466037210646, -74.15461791609002)"
8326850,"11/16/2004 12:00 AM","05/13/2005 12:00 AM","PLUMBING","(40.748217393961504, -73.897585616567)"
968753,"04/26/2004 12:00 AM","02/06/2007 12:00 AM","Unleashed Dog","(40.69461058248746, -73.98876320388365)"
8147948,"04/13/2004 12:00 AM","04/15/2004 12:00 AM","HEATING","(40.68642579686765, -73.93276056688424)"
8391690,"07/07/2004 12:00 AM","07/12/2004 12:00 AM","NONCONST","(40.86304385492859, -73.89855121946627)"
7029315,"07/20/2004 12:00 AM","07/21/2004 12:00 AM","NONCONST","(40.72882653416128, -73.98641583443788)"
3528716,"08/10/2004 12:00 AM","08/13/2004 12:00 AM","Street Condition","(40.78704667417996, -73.97758548577407)"
2895203,"04/05/2004 12:00 AM","04/23/2004 12:00 AM","Water System","(40.62471234666276, -73.94336691925487)"
8581770,"08/06/2004 12:00 AM","08/19/2004 12:00 AM","PLUMBING","(40.68713929814823, -73.94264322829613)"
8435075,"08/17/2004 12:00 AM","08/23/2004 12:00 AM","PLUMBING","(40.704320386703515, -73.91804526792887)"
7077203,"09/22/2004 12:00 AM","10/04/2004 12:00 AM","NONCONST","(40.67768816636622, -73.98172861598957)"
2478941,"09/26/2004 12:00 AM","09/26/2004 12:00 AM","Blocked Driveway","(40.606903790997045, -73.95502902981906)"
8200435,"12/16/2004 12:00 AM","02/22/2005 12:00 AM","PLUMBING","(40.83863621992667, -73.90969778136574)"
2488140,"11/15/2004 12:00 AM","11/15/2004 12:00 AM","Blocked Driveway","(40.870584188820345, -73.86919463832209)"
8633750,"07/01/2004 12:00 AM","10/18/2004 12:00 AM","PLUMBING","(40.68166538508143, -73.91850937098984)"
6986964,"06/24/2004 12:00 AM","10/18/2004 12:00 AM","NONCONST","(40.70556511546657, -73.82379195911092)"
6950187,"07/22/2004 12:00 AM","03/18/2005 12:00 AM","GENERAL CONSTRUCTION","(40.75476770337808, -73.93789636300724)"
3419578,"12/13/2004 12:00 AM","01/03/2005 12:00 AM","Air Quality","(40.76690127532249, -73.98329618403181)"
7268420,"11/16/2004 12:00 AM","11/30/2004 12:00 AM","APPLIANCE","(40.665346530124594, -73.93380912094888)"
3456550,"05/26/2004 12:00 AM","06/02/2004 12:00 AM","Water System","(40.8437391240335, -73.84345975483534)"
1254738,"12/28/2004 12:00 AM","12/28/2004 12:00 AM","Noise - Commercial","(40.753039571134295, -73.86525307148065)"
6814994,"11/23/2004 12:00 AM","11/27/2004 12:00 AM","HEATING","(40.77463697143137, -73.93313003203197)"
2091741,"11/24/2004 12:00 AM","11/24/2004 12:00 AM","Vending","(40.73940874906709, -73.97669936553606)"
2990455,"06/20/2004 12:00 AM","07/01/2004 12:00 AM","Sewer","(40.87328987356428, -73.8464419680098)"
3466797,"05/17/2004 12:00 AM","05/19/2004 12:00 AM","Air Quality","(40.72133931512946, -74.0086185725461)"
3172022,"06/19/2004 12:00 AM","06/19/2004 12:00 AM","Water System","(40.78296286519444, -73.84770107146365)"
8800884,"06/23/2004 12:00 AM","07/01/2004 12:00 AM","ELECTRIC","(40.635496728177465, -74.09073711281866)"
3002915,"09/27/2004 12:00 AM","10/01/2004 12:00 AM","Sewer","(40.64422722975925, -74.01340839085583)"
7160771,"11/03/2004 12:00 AM","11/30/2004 12:00 AM","PLUMBING","(40.82346058960764, -73.90281726806403)"
8303585,"11/10/2004 12:00 AM","12/07/2004 12:00 AM","NONCONST","(40.671384231645895, -73.87629044490964)"
228842,"06/23/2004 12:00 AM","06/23/2004 12:00 AM","Noise - Vehicle","(40.83239745079643, -73.91695157752036)"
6806389,"12/07/2004 12:00 AM","12/22/2004 12:00 AM","GENERAL CONSTRUCTION","(40.79559447590918, -73.93569490884335)"
8221015,"03/31/2004 12:00 AM","05/03/2004 12:00 AM","PLUMBING","(40.685536429857066, -73.92385185071322)"
8723522,"10/05/2004 12:00 AM","01/07/2005 12:00 AM","NONCONST","(40.67946991603758, -73.9115501355506)"
5085082,"01/09/2004 12:00 AM","02/02/2004 12:00 AM","Building/Use","(40.81286197095999, -73.84619123491092)"
8653626,"06/02/2004 12:00 AM","06/07/2004 12:00 AM","PLUMBING","(40.673452149966714, -73.96599748394304)"
3053503,"06/18/2004 12:00 AM","06/21/2004 12:00 AM","Water System","(40.847854758221416, -73.89557798854561)"
7268192,"12/22/2004 12:00 AM","04/27/2005 12:00 AM","PLUMBING","(40.64227208822379, -73.95951656489456)"
1387024,"04/17/2004 12:00 AM","04/17/2004 12:00 AM","Noise - Street/Sidewalk","(40.690829792328344, -73.92190940632392)"
3606672,"04/02/2004 12:00 AM","04/09/2004 12:00 AM","Street Condition","(40.570879566184864, -74.1698344031231)"
8680915,"11/18/2004 12:00 AM","12/02/2004 12:00 AM","ELECTRIC","(40.82338946534853, -73.9392342181447)"
7819420,"10/03/2004 12:00 AM","01/07/2005 12:00 AM","GENERAL CONSTRUCTION","(40.673747903396126, -73.96376221286657)"
3188654,"06/05/2004 12:00 AM","06/06/2004 12:00 AM","Sewer","(40.681486885558414, -73.95267485041082)"
637689,"11/09/2004 12:00 AM","11/15/2004 12:00 AM","Street Light Condition",""
7921308,"07/19/2004 12:00 AM","07/26/2004 12:00 AM","APPLIANCE","(40.8558647549037, -73.86477725055627)"
5828230,"10/29/2004 12:00 AM","10/30/2004 12:00 AM","Sanitation Condition","(40.765589119782675, -73.91470643086201)"
8742773,"11/30/2004 12:00 AM","12/03/2004 12:00 AM","HEATING","(40.65840067951994, -73.98212675686791)"
1178458,"11/29/2004 12:00 AM","11/24/2004 12:00 AM","Street Light Condition","(40.70334174980328, -73.80020318978804)"
8541860,"10/14/2004 12:00 AM","10/26/2004 12:00 AM","NONCONST","(40.83851478041314, -73.86655806085378)"
5694099,"09/09/2004 12:00 AM","09/14/2004 12:00 AM","Sanitation Condition","(40.848731521154896, -73.93446882140387)"
5358528,"07/01/2004 12:00 AM","07/01/2004 12:00 AM","Dirty Conditions","(40.67394212308596, -73.86392038942958)"
6771093,"04/26/2004 12:00 AM","04/27/2004 12:00 AM","HEATING","(40.83882344002816, -73.94563493239124)"
6842552,"07/16/2004 12:00 AM","08/11/2004 12:00 AM","GENERAL CONSTRUCTION","(40.817122924013105, -73.90268923656927)"
8053489,"07/14/2004 12:00 AM","07/19/2004 12:00 AM","ELECTRIC","(40.620390988251614, -73.91493159699381)"
1469296,"10/14/2004 12:00 AM","10/14/2004 12:00 AM","Noise - Street/Sidewalk","(40.76109339593824, -73.98326154296245)"
7964983,"10/24/2004 12:00 AM","01/14/2005 12:00 AM","ELECTRIC","(40.67897308992506, -73.8708828106815)"
510855,"08/16/2004 12:00 AM","03/10/2006 12:00 AM","Street Light Condition",""
6782549,"11/26/2004 12:00 AM","03/07/2005 12:00 AM","ELECTRIC","(40.6385706801265, -73.94900486982377)"
8052573,"04/14/2004 12:00 AM","04/19/2004 12:00 AM","HEATING","(40.80290276031201, -73.96558099119257)"
4473707,"05/12/2004 12:00 AM","05/13/2004 12:00 AM","Boilers","(40.87016285040958, -73.88879970718)"
4892063,"01/27/2004 12:00 AM","04/05/2004 12:00 AM","General Construction/Plumbing","(40.67706639644572, -74.00600988811753)"
1440520,"08/12/2004 12:00 AM","08/16/2004 12:00 AM","DCA / DOH New License Application Request",""
4754239,"05/25/2004 12:00 AM","03/13/2006 12:00 AM","General Construction/Plumbing","(40.58387316959949, -73.9392721422177)"
6654805,"08/02/2004 12:00 AM","08/04/2004 12:00 AM","Sanitation Condition","(40.719161627553426, -73.94095622508333)"
7611076,"08/17/2004 12:00 AM","09/09/2004 12:00 AM","PLUMBING","(40.74897851508135, -73.86626100851682)"
8356566,"04/21/2004 12:00 AM","05/24/2004 12:00 AM","GENERAL CONSTRUCTION","(40.75184659494226, -73.9707433468643)"
1463202,"10/03/2004 12:00 AM","10/04/2004 12:00 AM","Noise - Street/Sidewalk","(40.8501890345593, -73.9396362577399)"
8184849,"11/25/2004 12:00 AM","11/29/2004 12:00 AM","HEATING","(40.76166650234465, -73.76863739513213)"
8730983,"05/11/2004 12:00 AM","05/19/2004 12:00 AM","GENERAL CONSTRUCTION","(40.874482816854076, -73.91070494607631)"
6531918,"09/17/2004 12:00 AM","09/21/2004 12:00 AM","Dirty Conditions","(40.71837224094233, -73.95563923279738)"
1419301,"06/30/2004 12:00 AM","07/01/2004 12:00 AM","Noise - Street/Sidewalk","(40.85265979807417, -73.9355421407811)"
4824532,"12/20/2004 12:00 AM","01/03/2005 12:00 AM","Elevator","(40.70719913608296, -73.96613536433527)"
3616995,"12/13/2004 12:00 AM","12/14/2004 12:00 AM","Street Condition","(40.61868364109002, -74.09229556222702)"
4892924,"06/28/2004 12:00 AM","06/30/2004 12:00 AM","Building/Use","(40.64684881401284, -73.89896282823038)"
3226750,"07/20/2004 12:00 AM","08/25/2004 12:00 AM","Water System","(40.83144996962972, -73.85093987540213)"
1791117,"06/24/2004 12:00 AM","09/08/2004 12:00 AM","Mold","(40.608373554457046, -74.08229073641607)"
8681652,"05/15/2004 12:00 AM","06/14/2004 12:00 AM","APPLIANCE","(40.62721766675446, -73.97105736106711)"
3236288,"08/03/2004 12:00 AM","08/03/2004 12:00 AM","Sewer","(40.61338030957491, -73.94033663651794)"
6682745,"11/22/2004 12:00 AM","11/30/2004 12:00 AM","HEATING","(40.88107943794208, -73.88417431089354)"
7799235,"11/11/2004 12:00 AM","11/16/2004 12:00 AM","PLUMBING","(40.70605136770773, -73.8314082066275)"
2705339,"12/06/2004 12:00 AM","12/02/2004 12:00 AM","Street Light Condition","(40.61034415940706, -74.14601648085174)"
1422849,"07/05/2004 12:00 AM","07/06/2004 12:00 AM","Noise - Commercial","(40.6359552410377, -73.89951977082998)"
268265,"10/18/2004 12:00 AM","12/20/2004 12:00 AM","Street Sign - Damaged","(40.672221935676966, -73.80691151388976)"
5496919,"06/04/2004 12:00 AM","06/04/2004 12:00 AM","Derelict Vehicles","(40.64219735258055, -73.97718733116513)"
